n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms
163,892.036809815951,67.26179832464477,33.825076533086154,40.477228710484745,13.580246913580247,692.0,979.0
