n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms
179,930.5307262569833,64.47933239275959,55.79280490037838,66.18541290989924,28.651685393258425,732.0,1126.0
