n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms
601,682.4459234608985,87.91905400463246,37.580225296468534,55.90418130623861,13.333333333333334,510.0,936.0
