n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms
173,896.9884393063584,66.89049420346825,36.6710709123754,54.18454559975934,9.883720930232558,747.0,1083.0
