week,sessions,avg_rmssd,avg_sdnn,avg_mean_hr,total_load,avg_fatigue,avg_readiness
2026-03-23/2026-03-29,1,33.825076533086154,40.477228710484745,67.26179832464477,1.6299999999999997,0.0,35.0
2026-03-30/2026-04-05,2,37.12564810442197,55.04436345299898,77.40477410405035,7.74,0.0,46.451611595514834
