n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,814.7666666666667,73.64071513316696,56.36112375730669,68.28389557926688,32.20338983050847,623.0,944.0,2026-04-05 11:24:41+00:00,2026-04-05 11:25:41+00:00
60,823.5333333333333,72.85679592001944,65.98356241121402,82.9013026960407,35.59322033898305,623.0,1068.0,2026-04-05 11:24:51+00:00,2026-04-05 11:25:51+00:00
60,823.1,72.89515247236059,66.90481475415753,83.75826799562607,35.59322033898305,623.0,1068.0,2026-04-05 11:25:01+00:00,2026-04-05 11:26:01+00:00
60,836.9166666666666,71.69172558000598,62.28297914780108,89.25174672680257,33.89830508474576,623.0,1068.0,2026-04-05 11:25:11+00:00,2026-04-05 11:26:11+00:00
60,859.3,69.82427557314094,61.92176584001592,79.36192572157816,32.20338983050847,623.0,1068.0,2026-04-05 11:25:21+00:00,2026-04-05 11:26:21+00:00
60,871.6,68.83891693437356,56.34789033994717,70.98202207338925,25.423728813559322,623.0,1068.0,2026-04-05 11:25:31+00:00,2026-04-05 11:26:31+00:00
60,892.6166666666667,67.21810407603114,51.80210060527125,58.748845402766776,23.728813559322035,765.0,1068.0,2026-04-05 11:25:41+00:00,2026-04-05 11:26:41+00:00
60,872.2333333333333,68.7889326250621,43.432979736757176,60.73765946129434,18.64406779661017,702.0,986.0,2026-04-05 11:25:51+00:00,2026-04-05 11:26:51+00:00
60,862.7833333333333,69.54237255394364,41.94992979933925,65.52528084166089,18.64406779661017,694.0,986.0,2026-04-05 11:26:01+00:00,2026-04-05 11:27:01+00:00
60,846.2666666666667,70.89963762407437,41.761023105851436,61.30027972028603,18.64406779661017,694.0,972.0,2026-04-05 11:26:11+00:00,2026-04-05 11:27:11+00:00
60,839.65,71.45834573929613,46.820609687673056,60.97424435428676,20.33898305084746,694.0,972.0,2026-04-05 11:26:21+00:00,2026-04-05 11:27:21+00:00
60,829.2666666666667,72.35308304526087,44.924795916460134,63.14091495411623,18.64406779661017,694.0,972.0,2026-04-05 11:26:31+00:00,2026-04-05 11:27:31+00:00
