n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,724.8333333333334,82.77765003449068,27.705166868049012,35.60573495354254,6.779661016949152,636.0,837.0,2026-04-02 04:32:15+00:00,2026-04-02 04:33:15+00:00
60,735.3333333333334,81.59564823209429,39.114997773839356,34.21748322410768,13.559322033898304,673.0,889.0,2026-04-02 04:32:25+00:00,2026-04-02 04:33:25+00:00
60,745.6833333333333,80.4631098991976,41.50148047185705,47.2524743022375,16.94915254237288,673.0,889.0,2026-04-02 04:32:35+00:00,2026-04-02 04:33:35+00:00
60,764.7666666666667,78.45530227084514,37.07687844539016,60.296545890520825,13.559322033898304,673.0,889.0,2026-04-02 04:32:45+00:00,2026-04-02 04:33:45+00:00
60,784.15,76.51597270930307,37.03823036370091,64.81102255070348,13.559322033898304,673.0,889.0,2026-04-02 04:32:55+00:00,2026-04-02 04:33:55+00:00
60,805.4833333333333,74.48943698400547,37.03823036370091,60.72681022601128,13.559322033898304,673.0,889.0,2026-04-02 04:33:05+00:00,2026-04-02 04:34:05+00:00
60,817.3,73.41245564664139,38.02430088281859,52.37359277669409,15.254237288135593,683.0,889.0,2026-04-02 04:33:15+00:00,2026-04-02 04:34:15+00:00
60,812.8,73.81889763779527,27.29003046374013,55.66662268681236,11.864406779661017,653.0,886.0,2026-04-02 04:33:25+00:00,2026-04-02 04:34:25+00:00
60,802.0333333333333,74.8098582768796,20.49431504472746,58.82060248617111,6.779661016949152,653.0,886.0,2026-04-02 04:33:35+00:00,2026-04-02 04:34:35+00:00
60,782.2333333333333,76.70345591681937,19.81268212235173,57.761451771354075,6.779661016949152,653.0,847.0,2026-04-02 04:33:45+00:00,2026-04-02 04:34:45+00:00
60,763.5666666666667,78.57860042781682,19.81268212235173,51.47036885487122,6.779661016949152,653.0,847.0,2026-04-02 04:33:55+00:00,2026-04-02 04:34:55+00:00
60,733.5833333333334,81.79029876178575,21.251121605494742,46.197546220942925,8.47457627118644,653.0,847.0,2026-04-02 04:34:05+00:00,2026-04-02 04:35:05+00:00
