n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,1074.3833333333334,55.84598917208321,42.62846983739818,55.26456910960274,20.33898305084746,912.0,1180.0,2026-04-06 06:00:04+00:00,2026-04-06 06:01:04+00:00
60,1061.3666666666666,56.530887848999726,45.31995482218342,60.69986364340273,20.33898305084746,912.0,1180.0,2026-04-06 06:00:14+00:00,2026-04-06 06:01:14+00:00
60,1046.3833333333334,57.34036283707373,44.046585508019284,68.36519375759953,20.33898305084746,910.0,1180.0,2026-04-06 06:00:24+00:00,2026-04-06 06:01:24+00:00
60,1028.6333333333334,58.32982274214977,44.63828257433793,72.99778651547041,18.64406779661017,844.0,1171.0,2026-04-06 06:00:34+00:00,2026-04-06 06:01:34+00:00
60,1007.8333333333334,59.53365305109972,47.00631043103663,83.58537027670442,18.64406779661017,759.0,1171.0,2026-04-06 06:00:44+00:00,2026-04-06 06:01:44+00:00
60,970.0,61.855670103092784,51.57075113745538,75.88550697920866,23.728813559322035,756.0,1093.0,2026-04-06 06:00:54+00:00,2026-04-06 06:01:54+00:00
60,944.7833333333333,63.50662409370755,55.210997430658104,75.29041888010214,27.11864406779661,756.0,1093.0,2026-04-06 06:01:04+00:00,2026-04-06 06:02:04+00:00
60,931.0166666666667,64.44567766420222,54.19769211422636,69.18177767000441,28.8135593220339,756.0,1093.0,2026-04-06 06:01:14+00:00,2026-04-06 06:02:14+00:00
60,927.05,64.72142818618198,54.887404007149655,67.90707134741602,30.508474576271187,756.0,1093.0,2026-04-06 06:01:24+00:00,2026-04-06 06:02:24+00:00
60,918.0166666666667,65.35829051760135,49.08139210380506,61.34467547423776,25.423728813559322,756.0,1040.0,2026-04-06 06:01:34+00:00,2026-04-06 06:02:34+00:00
60,919.35,65.2635013868494,50.9906937338337,61.64436686431044,28.8135593220339,756.0,1088.0,2026-04-06 06:01:44+00:00,2026-04-06 06:02:44+00:00
60,936.9,64.04098623118796,46.75830389407691,61.3582699245635,25.423728813559322,814.0,1088.0,2026-04-06 06:01:54+00:00,2026-04-06 06:02:54+00:00
