anchor_timestamp,beat_timestamp,rr_s,rr_ms,source
2026-04-04 05:46:06+00:00,2026-04-04 05:46:06+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:07+00:00,2026-04-04 05:46:07+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:08+00:00,2026-04-04 05:46:08+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:09+00:00,2026-04-04 05:46:09+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:10+00:00,2026-04-04 05:46:10+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:11+00:00,2026-04-04 05:46:11+00:00,0.578,578.0,record.hrv_btb
2026-04-04 05:46:12+00:00,2026-04-04 05:46:12+00:00,0.584,584.0,record.hrv_btb
2026-04-04 05:46:13+00:00,2026-04-04 05:46:13+00:00,0.579,579.0,record.hrv_btb
2026-04-04 05:46:14+00:00,2026-04-04 05:46:14+00:00,0.502,502.0,record.hrv_btb
2026-04-04 05:46:15+00:00,2026-04-04 05:46:15+00:00,0.572,572.0,record.hrv_btb
2026-04-04 05:46:16+00:00,2026-04-04 05:46:16+00:00,0.556,556.0,record.hrv_btb
2026-04-04 05:46:17+00:00,2026-04-04 05:46:17+00:00,0.573,573.0,record.hrv_btb
2026-04-04 05:46:18+00:00,2026-04-04 05:46:18+00:00,0.552,552.0,record.hrv_btb
2026-04-04 05:46:19+00:00,2026-04-04 05:46:19+00:00,0.535,535.0,record.hrv_btb
2026-04-04 05:46:20+00:00,2026-04-04 05:46:20+00:00,0.572,572.0,record.hrv_btb
2026-04-04 05:46:21+00:00,2026-04-04 05:46:21+00:00,0.572,572.0,record.hrv_btb
2026-04-04 05:46:22+00:00,2026-04-04 05:46:22+00:00,0.616,616.0,record.hrv_btb
2026-04-04 05:46:23+00:00,2026-04-04 05:46:23+00:00,0.599,599.0,record.hrv_btb
2026-04-04 05:46:24+00:00,2026-04-04 05:46:24+00:00,0.599,599.0,record.hrv_btb
2026-04-04 05:46:25+00:00,2026-04-04 05:46:25+00:00,0.599,599.0,record.hrv_btb
2026-04-04 05:46:26+00:00,2026-04-04 05:46:26+00:00,0.599,599.0,record.hrv_btb
2026-04-04 05:46:27+00:00,2026-04-04 05:46:27+00:00,0.567,567.0,record.hrv_btb
2026-04-04 05:46:28+00:00,2026-04-04 05:46:28+00:00,0.569,569.0,record.hrv_btb
2026-04-04 05:46:29+00:00,2026-04-04 05:46:29+00:00,0.594,594.0,record.hrv_btb
2026-04-04 05:46:30+00:00,2026-04-04 05:46:30+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:46:31+00:00,2026-04-04 05:46:31+00:00,0.688,688.0,record.hrv_btb
2026-04-04 05:46:32+00:00,2026-04-04 05:46:32+00:00,0.712,712.0,record.hrv_btb
2026-04-04 05:46:33+00:00,2026-04-04 05:46:33+00:00,0.626,626.0,record.hrv_btb
2026-04-04 05:46:34+00:00,2026-04-04 05:46:34+00:00,0.626,626.0,record.hrv_btb
2026-04-04 05:46:35+00:00,2026-04-04 05:46:35+00:00,0.639,639.0,record.hrv_btb
2026-04-04 05:46:36+00:00,2026-04-04 05:46:36+00:00,0.656,656.0,record.hrv_btb
2026-04-04 05:46:37+00:00,2026-04-04 05:46:37+00:00,0.651,651.0,record.hrv_btb
2026-04-04 05:46:38+00:00,2026-04-04 05:46:38+00:00,0.649,649.0,record.hrv_btb
2026-04-04 05:46:39+00:00,2026-04-04 05:46:39+00:00,0.646,646.0,record.hrv_btb
2026-04-04 05:46:40+00:00,2026-04-04 05:46:40+00:00,0.637,637.0,record.hrv_btb
2026-04-04 05:46:41+00:00,2026-04-04 05:46:41+00:00,0.634,634.0,record.hrv_btb
2026-04-04 05:46:42+00:00,2026-04-04 05:46:42+00:00,0.631,631.0,record.hrv_btb
2026-04-04 05:46:43+00:00,2026-04-04 05:46:43+00:00,0.631,631.0,record.hrv_btb
2026-04-04 05:46:44+00:00,2026-04-04 05:46:44+00:00,0.631,631.0,record.hrv_btb
2026-04-04 05:46:45+00:00,2026-04-04 05:46:45+00:00,0.631,631.0,record.hrv_btb
2026-04-04 05:46:46+00:00,2026-04-04 05:46:46+00:00,0.646,646.0,record.hrv_btb
2026-04-04 05:46:47+00:00,2026-04-04 05:46:47+00:00,0.651,651.0,record.hrv_btb
2026-04-04 05:46:48+00:00,2026-04-04 05:46:48+00:00,0.723,723.0,record.hrv_btb
2026-04-04 05:46:49+00:00,2026-04-04 05:46:49+00:00,0.646,646.0,record.hrv_btb
2026-04-04 05:46:50+00:00,2026-04-04 05:46:50+00:00,0.595,595.0,record.hrv_btb
2026-04-04 05:46:51+00:00,2026-04-04 05:46:51+00:00,0.606,606.0,record.hrv_btb
2026-04-04 05:46:52+00:00,2026-04-04 05:46:52+00:00,0.636,636.0,record.hrv_btb
2026-04-04 05:46:53+00:00,2026-04-04 05:46:53+00:00,0.624,624.0,record.hrv_btb
2026-04-04 05:46:54+00:00,2026-04-04 05:46:54+00:00,0.636,636.0,record.hrv_btb
2026-04-04 05:46:55+00:00,2026-04-04 05:46:55+00:00,0.638,638.0,record.hrv_btb
2026-04-04 05:46:56+00:00,2026-04-04 05:46:56+00:00,0.639,639.0,record.hrv_btb
2026-04-04 05:46:57+00:00,2026-04-04 05:46:57+00:00,0.621,621.0,record.hrv_btb
2026-04-04 05:46:58+00:00,2026-04-04 05:46:58+00:00,0.622,622.0,record.hrv_btb
2026-04-04 05:46:59+00:00,2026-04-04 05:46:59+00:00,0.625,625.0,record.hrv_btb
2026-04-04 05:47:00+00:00,2026-04-04 05:47:00+00:00,0.668,668.0,record.hrv_btb
2026-04-04 05:47:01+00:00,2026-04-04 05:47:01+00:00,0.751,751.0,record.hrv_btb
2026-04-04 05:47:02+00:00,2026-04-04 05:47:02+00:00,0.656,656.0,record.hrv_btb
2026-04-04 05:47:03+00:00,2026-04-04 05:47:03+00:00,0.644,644.0,record.hrv_btb
2026-04-04 05:47:04+00:00,2026-04-04 05:47:04+00:00,0.685,685.0,record.hrv_btb
2026-04-04 05:47:05+00:00,2026-04-04 05:47:05+00:00,0.685,685.0,record.hrv_btb
2026-04-04 05:47:06+00:00,2026-04-04 05:47:06+00:00,0.669,669.0,record.hrv_btb
2026-04-04 05:47:07+00:00,2026-04-04 05:47:07+00:00,0.683,683.0,record.hrv_btb
2026-04-04 05:47:08+00:00,2026-04-04 05:47:08+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:47:09+00:00,2026-04-04 05:47:09+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:47:10+00:00,2026-04-04 05:47:10+00:00,0.652,652.0,record.hrv_btb
2026-04-04 05:47:11+00:00,2026-04-04 05:47:11+00:00,0.645,645.0,record.hrv_btb
2026-04-04 05:47:12+00:00,2026-04-04 05:47:12+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:47:13+00:00,2026-04-04 05:47:13+00:00,0.645,645.0,record.hrv_btb
2026-04-04 05:47:14+00:00,2026-04-04 05:47:14+00:00,0.64,640.0,record.hrv_btb
2026-04-04 05:47:15+00:00,2026-04-04 05:47:15+00:00,0.643,643.0,record.hrv_btb
2026-04-04 05:47:16+00:00,2026-04-04 05:47:16+00:00,0.664,664.0,record.hrv_btb
2026-04-04 05:47:17+00:00,2026-04-04 05:47:17+00:00,0.636,636.0,record.hrv_btb
2026-04-04 05:47:18+00:00,2026-04-04 05:47:18+00:00,0.625,625.0,record.hrv_btb
2026-04-04 05:47:19+00:00,2026-04-04 05:47:19+00:00,0.65,650.0,record.hrv_btb
2026-04-04 05:47:20+00:00,2026-04-04 05:47:20+00:00,0.667,667.0,record.hrv_btb
2026-04-04 05:47:21+00:00,2026-04-04 05:47:21+00:00,0.665,665.0,record.hrv_btb
2026-04-04 05:47:22+00:00,2026-04-04 05:47:22+00:00,0.653,653.0,record.hrv_btb
2026-04-04 05:47:23+00:00,2026-04-04 05:47:23+00:00,0.644,644.0,record.hrv_btb
2026-04-04 05:47:24+00:00,2026-04-04 05:47:24+00:00,0.645,645.0,record.hrv_btb
2026-04-04 05:47:25+00:00,2026-04-04 05:47:25+00:00,0.642,642.0,record.hrv_btb
2026-04-04 05:47:26+00:00,2026-04-04 05:47:26+00:00,0.639,639.0,record.hrv_btb
2026-04-04 05:47:27+00:00,2026-04-04 05:47:27+00:00,0.64,640.0,record.hrv_btb
2026-04-04 05:47:28+00:00,2026-04-04 05:47:28+00:00,0.644,644.0,record.hrv_btb
2026-04-04 05:47:29+00:00,2026-04-04 05:47:29+00:00,0.641,641.0,record.hrv_btb
2026-04-04 05:47:30+00:00,2026-04-04 05:47:30+00:00,0.629,629.0,record.hrv_btb
2026-04-04 05:47:31+00:00,2026-04-04 05:47:31+00:00,0.603,603.0,record.hrv_btb
2026-04-04 05:47:32+00:00,2026-04-04 05:47:32+00:00,0.581,581.0,record.hrv_btb
2026-04-04 05:47:33+00:00,2026-04-04 05:47:33+00:00,0.622,622.0,record.hrv_btb
2026-04-04 05:47:34+00:00,2026-04-04 05:47:34+00:00,0.639,639.0,record.hrv_btb
2026-04-04 05:47:35+00:00,2026-04-04 05:47:35+00:00,0.653,653.0,record.hrv_btb
2026-04-04 05:47:36+00:00,2026-04-04 05:47:36+00:00,0.653,653.0,record.hrv_btb
2026-04-04 05:47:37+00:00,2026-04-04 05:47:37+00:00,0.65,650.0,record.hrv_btb
2026-04-04 05:47:38+00:00,2026-04-04 05:47:38+00:00,0.655,655.0,record.hrv_btb
2026-04-04 05:47:39+00:00,2026-04-04 05:47:39+00:00,0.68,680.0,record.hrv_btb
2026-04-04 05:47:40+00:00,2026-04-04 05:47:40+00:00,0.689,689.0,record.hrv_btb
2026-04-04 05:47:41+00:00,2026-04-04 05:47:41+00:00,0.676,676.0,record.hrv_btb
2026-04-04 05:47:42+00:00,2026-04-04 05:47:42+00:00,0.714,714.0,record.hrv_btb
2026-04-04 05:47:43+00:00,2026-04-04 05:47:43+00:00,0.661,661.0,record.hrv_btb
2026-04-04 05:47:44+00:00,2026-04-04 05:47:44+00:00,0.661,661.0,record.hrv_btb
2026-04-04 05:47:45+00:00,2026-04-04 05:47:45+00:00,0.657,657.0,record.hrv_btb
2026-04-04 05:47:46+00:00,2026-04-04 05:47:46+00:00,0.676,676.0,record.hrv_btb
2026-04-04 05:47:47+00:00,2026-04-04 05:47:47+00:00,0.67,670.0,record.hrv_btb
2026-04-04 05:47:48+00:00,2026-04-04 05:47:48+00:00,0.671,671.0,record.hrv_btb
2026-04-04 05:47:49+00:00,2026-04-04 05:47:49+00:00,0.656,656.0,record.hrv_btb
2026-04-04 05:47:50+00:00,2026-04-04 05:47:50+00:00,0.658,658.0,record.hrv_btb
2026-04-04 05:47:51+00:00,2026-04-04 05:47:51+00:00,0.657,657.0,record.hrv_btb
2026-04-04 05:47:52+00:00,2026-04-04 05:47:52+00:00,0.673,673.0,record.hrv_btb
2026-04-04 05:47:53+00:00,2026-04-04 05:47:53+00:00,0.655,655.0,record.hrv_btb
2026-04-04 05:47:54+00:00,2026-04-04 05:47:54+00:00,0.636,636.0,record.hrv_btb
2026-04-04 05:47:55+00:00,2026-04-04 05:47:55+00:00,0.644,644.0,record.hrv_btb
2026-04-04 05:47:56+00:00,2026-04-04 05:47:56+00:00,0.662,662.0,record.hrv_btb
2026-04-04 05:47:57+00:00,2026-04-04 05:47:57+00:00,0.664,664.0,record.hrv_btb
2026-04-04 05:47:58+00:00,2026-04-04 05:47:58+00:00,0.665,665.0,record.hrv_btb
2026-04-04 05:47:59+00:00,2026-04-04 05:47:59+00:00,0.667,667.0,record.hrv_btb
2026-04-04 05:48:00+00:00,2026-04-04 05:48:00+00:00,0.645,645.0,record.hrv_btb
2026-04-04 05:48:01+00:00,2026-04-04 05:48:01+00:00,0.642,642.0,record.hrv_btb
2026-04-04 05:48:02+00:00,2026-04-04 05:48:02+00:00,0.638,638.0,record.hrv_btb
2026-04-04 05:48:03+00:00,2026-04-04 05:48:03+00:00,0.655,655.0,record.hrv_btb
2026-04-04 05:48:04+00:00,2026-04-04 05:48:04+00:00,0.66,660.0,record.hrv_btb
2026-04-04 05:48:05+00:00,2026-04-04 05:48:05+00:00,0.676,676.0,record.hrv_btb
2026-04-04 05:48:06+00:00,2026-04-04 05:48:06+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:07+00:00,2026-04-04 05:48:07+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:08+00:00,2026-04-04 05:48:08+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:09+00:00,2026-04-04 05:48:09+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:10+00:00,2026-04-04 05:48:10+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:11+00:00,2026-04-04 05:48:11+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:12+00:00,2026-04-04 05:48:12+00:00,0.693,693.0,record.hrv_btb
2026-04-04 05:48:13+00:00,2026-04-04 05:48:13+00:00,0.651,651.0,record.hrv_btb
2026-04-04 05:48:14+00:00,2026-04-04 05:48:14+00:00,0.665,665.0,record.hrv_btb
2026-04-04 05:48:15+00:00,2026-04-04 05:48:15+00:00,0.672,672.0,record.hrv_btb
2026-04-04 05:48:16+00:00,2026-04-04 05:48:16+00:00,0.674,674.0,record.hrv_btb
2026-04-04 05:48:17+00:00,2026-04-04 05:48:17+00:00,0.663,663.0,record.hrv_btb
2026-04-04 05:48:18+00:00,2026-04-04 05:48:18+00:00,0.65,650.0,record.hrv_btb
2026-04-04 05:48:19+00:00,2026-04-04 05:48:19+00:00,0.65,650.0,record.hrv_btb
2026-04-04 05:48:20+00:00,2026-04-04 05:48:20+00:00,0.644,644.0,record.hrv_btb
2026-04-04 05:48:21+00:00,2026-04-04 05:48:21+00:00,0.659,659.0,record.hrv_btb
2026-04-04 05:48:22+00:00,2026-04-04 05:48:22+00:00,0.655,655.0,record.hrv_btb
2026-04-04 05:48:23+00:00,2026-04-04 05:48:23+00:00,0.657,657.0,record.hrv_btb
2026-04-04 05:48:24+00:00,2026-04-04 05:48:24+00:00,0.669,669.0,record.hrv_btb
2026-04-04 05:48:25+00:00,2026-04-04 05:48:25+00:00,0.669,669.0,record.hrv_btb
2026-04-04 05:48:26+00:00,2026-04-04 05:48:26+00:00,0.652,652.0,record.hrv_btb
2026-04-04 05:48:27+00:00,2026-04-04 05:48:27+00:00,0.642,642.0,record.hrv_btb
2026-04-04 05:48:28+00:00,2026-04-04 05:48:28+00:00,0.661,661.0,record.hrv_btb
2026-04-04 05:48:29+00:00,2026-04-04 05:48:29+00:00,0.655,655.0,record.hrv_btb
2026-04-04 05:48:30+00:00,2026-04-04 05:48:30+00:00,0.664,664.0,record.hrv_btb
2026-04-04 05:48:31+00:00,2026-04-04 05:48:31+00:00,0.662,662.0,record.hrv_btb
2026-04-04 05:48:32+00:00,2026-04-04 05:48:32+00:00,0.671,671.0,record.hrv_btb
2026-04-04 05:48:33+00:00,2026-04-04 05:48:33+00:00,0.682,682.0,record.hrv_btb
2026-04-04 05:48:34+00:00,2026-04-04 05:48:34+00:00,0.68,680.0,record.hrv_btb
2026-04-04 05:48:35+00:00,2026-04-04 05:48:35+00:00,0.672,672.0,record.hrv_btb
2026-04-04 05:48:36+00:00,2026-04-04 05:48:36+00:00,0.675,675.0,record.hrv_btb
2026-04-04 05:48:37+00:00,2026-04-04 05:48:37+00:00,0.641,641.0,record.hrv_btb
2026-04-04 05:48:38+00:00,2026-04-04 05:48:38+00:00,0.649,649.0,record.hrv_btb
2026-04-04 05:48:39+00:00,2026-04-04 05:48:39+00:00,0.67,670.0,record.hrv_btb
2026-04-04 05:48:40+00:00,2026-04-04 05:48:40+00:00,0.689,689.0,record.hrv_btb
2026-04-04 05:48:41+00:00,2026-04-04 05:48:41+00:00,0.659,659.0,record.hrv_btb
2026-04-04 05:48:42+00:00,2026-04-04 05:48:42+00:00,0.673,673.0,record.hrv_btb
2026-04-04 05:48:43+00:00,2026-04-04 05:48:43+00:00,0.673,673.0,record.hrv_btb
2026-04-04 05:48:44+00:00,2026-04-04 05:48:44+00:00,0.662,662.0,record.hrv_btb
2026-04-04 05:48:45+00:00,2026-04-04 05:48:45+00:00,0.665,665.0,record.hrv_btb
2026-04-04 05:48:46+00:00,2026-04-04 05:48:46+00:00,0.657,657.0,record.hrv_btb
2026-04-04 05:48:47+00:00,2026-04-04 05:48:47+00:00,0.646,646.0,record.hrv_btb
2026-04-04 05:48:48+00:00,2026-04-04 05:48:48+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:48:49+00:00,2026-04-04 05:48:49+00:00,0.601,601.0,record.hrv_btb
2026-04-04 05:48:50+00:00,2026-04-04 05:48:50+00:00,0.629,629.0,record.hrv_btb
2026-04-04 05:48:51+00:00,2026-04-04 05:48:51+00:00,0.648,648.0,record.hrv_btb
2026-04-04 05:48:52+00:00,2026-04-04 05:48:52+00:00,0.633,633.0,record.hrv_btb
2026-04-04 05:48:53+00:00,2026-04-04 05:48:53+00:00,0.634,634.0,record.hrv_btb
2026-04-04 05:48:54+00:00,2026-04-04 05:48:54+00:00,0.634,634.0,record.hrv_btb
2026-04-04 05:48:55+00:00,2026-04-04 05:48:55+00:00,0.639,639.0,record.hrv_btb
2026-04-04 05:48:56+00:00,2026-04-04 05:48:56+00:00,0.635,635.0,record.hrv_btb
2026-04-04 05:48:57+00:00,2026-04-04 05:48:57+00:00,0.651,651.0,record.hrv_btb
2026-04-04 05:48:58+00:00,2026-04-04 05:48:58+00:00,0.657,657.0,record.hrv_btb
2026-04-04 05:48:59+00:00,2026-04-04 05:48:59+00:00,0.595,595.0,record.hrv_btb
2026-04-04 05:49:00+00:00,2026-04-04 05:49:00+00:00,0.631,631.0,record.hrv_btb
2026-04-04 05:49:01+00:00,2026-04-04 05:49:01+00:00,0.636,636.0,record.hrv_btb
2026-04-04 05:49:02+00:00,2026-04-04 05:49:02+00:00,0.65,650.0,record.hrv_btb
