n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,732.8166666666667,81.87586708817575,54.25879605329022,57.94956652026834,22.033898305084744,598.0,977.0,2026-04-03 05:43:40+00:00,2026-04-03 05:44:40+00:00
60,713.6333333333333,84.07679013498996,49.1686823296486,43.74074882011776,18.64406779661017,598.0,846.0,2026-04-03 05:43:50+00:00,2026-04-03 05:44:50+00:00
60,706.8833333333333,84.87963596067243,43.09665919648883,37.13105131492256,16.94915254237288,598.0,831.0,2026-04-03 05:44:00+00:00,2026-04-03 05:45:00+00:00
60,712.4,84.22234699606963,39.106547199903815,38.134107692347094,15.254237288135593,620.0,831.0,2026-04-03 05:44:10+00:00,2026-04-03 05:45:10+00:00
60,715.7166666666667,83.832056446918,37.309970494561966,36.194433351687074,13.559322033898304,637.0,831.0,2026-04-03 05:44:20+00:00,2026-04-03 05:45:20+00:00
60,721.6166666666667,83.14663833521954,37.50932087551537,36.598180776620474,15.254237288135593,637.0,831.0,2026-04-03 05:44:30+00:00,2026-04-03 05:45:30+00:00
60,723.1,82.97607523164154,31.15135277417366,35.1855613684585,11.864406779661017,637.0,813.0,2026-04-03 05:44:40+00:00,2026-04-03 05:45:40+00:00
60,731.7833333333333,81.99148199603708,33.5445567586694,34.599447270331204,13.559322033898304,637.0,813.0,2026-04-03 05:44:50+00:00,2026-04-03 05:45:50+00:00
60,744.7833333333333,80.56034193389577,32.893510771084586,32.958161287915104,10.16949152542373,679.0,813.0,2026-04-03 05:45:00+00:00,2026-04-03 05:46:00+00:00
60,747.1166666666667,80.30874249894038,32.93830905480472,34.62980575064901,10.16949152542373,679.0,870.0,2026-04-03 05:45:10+00:00,2026-04-03 05:46:10+00:00
60,750.7166666666667,79.92362853273538,41.40068778598421,38.38656706549111,13.559322033898304,675.0,884.0,2026-04-03 05:45:20+00:00,2026-04-03 05:46:20+00:00
60,758.2,79.13479293062517,39.27413432678872,42.96107816719845,11.864406779661017,675.0,884.0,2026-04-03 05:45:30+00:00,2026-04-03 05:46:30+00:00
