month,sessions,avg_rmssd,avg_sdnn,avg_mean_hr,total_trimp,avg_fatigue,avg_readiness
2026-04,24,39.34139245299173,71.88307207878327,69.32410566382131,10.593773132430613,20.01557040402338,52.59764289519123
2026-05,34,36.71252240333308,64.84876396933618,72.04511273734276,16.617510614582613,15.069885608024462,63.870251252349306
