n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,839.0833333333334,71.50660442943688,33.26345783466662,52.37423731629203,10.16949152542373,732.0,940.0,2026-04-04 04:25:47+00:00,2026-04-04 04:26:47+00:00
60,837.8166666666667,71.61471284489447,36.8687548575452,53.540889385199726,11.864406779661017,732.0,940.0,2026-04-04 04:25:57+00:00,2026-04-04 04:26:57+00:00
60,855.0,70.17543859649123,43.07069474437011,71.65761340794174,11.864406779661017,732.0,1012.9999999999999,2026-04-04 04:26:07+00:00,2026-04-04 04:27:07+00:00
60,866.5,69.24408540103866,42.3720406696264,72.41137189462036,11.864406779661017,732.0,1012.9999999999999,2026-04-04 04:26:17+00:00,2026-04-04 04:27:17+00:00
60,886.7333333333333,67.66408540711224,41.265161569077044,64.31776691741509,10.16949152542373,732.0,1012.9999999999999,2026-04-04 04:26:27+00:00,2026-04-04 04:27:27+00:00
60,898.05,66.81142475363288,35.60517958892106,55.97379077958974,8.47457627118644,805.0,1012.9999999999999,2026-04-04 04:26:37+00:00,2026-04-04 04:27:37+00:00
60,900.8,66.60746003552399,34.23894105759934,50.455148735270846,8.47457627118644,815.0,1012.9999999999999,2026-04-04 04:26:47+00:00,2026-04-04 04:27:47+00:00
60,903.85,66.38269624384577,29.99830503686408,45.62813026178521,6.779661016949152,815.0,1012.9999999999999,2026-04-04 04:26:57+00:00,2026-04-04 04:27:57+00:00
60,896.2833333333333,66.94311694590624,15.808172098150557,28.430165208547606,3.389830508474576,830.0,954.0,2026-04-04 04:27:07+00:00,2026-04-04 04:28:07+00:00
60,893.0333333333333,67.18674181628158,12.885414168938643,24.45193602030815,1.694915254237288,835.0,948.0,2026-04-04 04:27:17+00:00,2026-04-04 04:28:17+00:00
60,887.0833333333334,67.63738844527947,12.57182753053935,25.00257048932062,1.694915254237288,835.0,942.0,2026-04-04 04:27:27+00:00,2026-04-04 04:28:27+00:00
60,895.1,67.03161657915317,12.378220347976152,36.17410816723635,1.694915254237288,835.0,969.0,2026-04-04 04:27:37+00:00,2026-04-04 04:28:37+00:00
