n_intervals,mean_rr_ms,mean_hr_bpm,rmssd_ms,sdnn_ms,pnn50_pct,min_rr_ms,max_rr_ms,window_start,window_end
60,786.2166666666667,76.31484111674051,35.09116456472305,46.58656664844916,10.16949152542373,669.0,845.0,2026-04-06 04:16:27+00:00,2026-04-06 04:17:27+00:00
60,779.7833333333333,76.94445038151623,35.16739630271005,51.5436598434424,10.16949152542373,669.0,845.0,2026-04-06 04:16:37+00:00,2026-04-06 04:17:37+00:00
60,754.3,79.54394803128729,37.51338744086084,62.93561412605528,11.864406779661017,613.0,845.0,2026-04-06 04:16:47+00:00,2026-04-06 04:17:47+00:00
60,729.8666666666667,82.20679576178297,34.31138566774414,65.40369208120522,10.16949152542373,596.0,838.0,2026-04-06 04:16:57+00:00,2026-04-06 04:17:57+00:00
60,724.0166666666667,82.8710204645381,36.76448175405262,65.44255901990269,15.254237288135593,596.0,838.0,2026-04-06 04:17:07+00:00,2026-04-06 04:18:07+00:00
60,726.8666666666667,82.54608823259653,37.08579151377775,69.28875142074887,15.254237288135593,596.0,838.0,2026-04-06 04:17:17+00:00,2026-04-06 04:18:17+00:00
60,747.3666666666667,80.28187859595914,53.74784189597361,97.07029894799494,18.64406779661017,596.0,1093.0,2026-04-06 04:17:27+00:00,2026-04-06 04:18:27+00:00
60,762.3333333333334,78.70572802798425,64.03521277060202,100.24337615661614,20.33898305084746,596.0,1093.0,2026-04-06 04:17:37+00:00,2026-04-06 04:18:37+00:00
60,785.3666666666667,76.39743644157718,63.7102817447859,91.91686860671047,22.033898305084744,596.0,1093.0,2026-04-06 04:17:47+00:00,2026-04-06 04:18:47+00:00
60,808.8666666666667,74.17786202917662,60.27915287382895,68.76204773739325,18.64406779661017,653.0,1093.0,2026-04-06 04:17:57+00:00,2026-04-06 04:18:57+00:00
60,823.1166666666667,72.89367647356592,57.15352503327169,52.819517343775296,11.864406779661017,731.0,1093.0,2026-04-06 04:18:07+00:00,2026-04-06 04:19:07+00:00
60,814.25,73.6874424316856,57.572945623761605,57.5693023778401,11.864406779661017,722.0,1093.0,2026-04-06 04:18:17+00:00,2026-04-06 04:19:17+00:00
